dataset,image_id,mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,edge_density,grad_energy,spec_ratio,category
Kvasir,cju32srle1xfq083575i3fl75,0.4598138,0.28561345,0.2059976,0.32491896,0.23860729,0.18736427,0.052906655,0.50773305,0.45999458,0.03594395,0.018757569,0.005423133,5_benchmark
Kvasir,cju5cky5xb0ay0801oxet697t,0.58796525,0.37946683,0.30258685,0.2820963,0.21387406,0.19043331,0.052826453,0.47298282,0.5881383,0.033287052,0.018503256,0.033643305,5_benchmark
Kvasir,cju3xga12iixg0817dijbvjxw,0.48345456,0.29595155,0.24025175,0.30693054,0.23638345,0.20917025,0.04499267,0.46783254,0.48370087,0.03521507,0.018032586,0.04100892,5_benchmark
Kvasir,cju8d4jgatgpj0871q2ophhkm,0.47240865,0.3032439,0.2400572,0.29201967,0.20012452,0.16790333,0.047105186,0.4432901,0.47256804,0.030301379,0.015082735,0.0061069024,5_benchmark
Kvasir,cju45v0pungu40871acnwtmu5,0.50036615,0.33516863,0.25174245,0.32575586,0.24258922,0.21434793,0.054364186,0.42374432,0.5012544,0.030151317,0.015824102,0.016321067,5_benchmark
Kvasir,cju6vrs1ov8cr098788h8gs6j,0.5916314,0.35068956,0.27137136,0.30318546,0.2479756,0.22495274,0.04581553,0.53870887,0.5917863,0.041186087,0.02405047,0.0611551,5_benchmark
Kvasir,cju2yi9tz8vky0801yqip0xyl,0.6035995,0.3786706,0.26909047,0.31183106,0.25703683,0.22708683,0.056792557,0.54569024,0.60375565,0.06785899,0.02475167,0.026982488,5_benchmark
Kvasir,cju8alhigqn2h0801zksudldd,0.64728427,0.36450502,0.28973496,0.30674008,0.23650458,0.21486032,0.043610543,0.5359872,0.6474389,0.08304955,0.029461106,0.045904897,5_benchmark
Kvasir,cju5clr68b48r0755cmuvponm,0.59940326,0.36854616,0.31744313,0.3298187,0.24823052,0.22966954,0.03912024,0.46831855,0.59949344,0.07790881,0.02320514,0.05441501,5_benchmark
PolypDB_BLI,PKHL_15 220831_201028_BN026_034,0.4155712,0.3334523,0.25921118,0.28899547,0.23749906,0.20108168,0.09910842,0.34743994,0.41733515,0.08636845,0.025040809,0.0128225805,PolypDB
PolypDB_BLI,PKHL_15 220831_201026_BN032_027,0.2943067,0.24576628,0.19418588,0.30591235,0.25180492,0.21698803,0.14895701,0.30568594,0.29921323,0.054905914,0.021884263,0.024930276,PolypDB
PolypDB_BLI,PKHL_15 220831_201030_BN011_049,0.46500394,0.34227514,0.26845255,0.257033,0.20099676,0.16967794,0.06296972,0.39982146,0.46509257,0.11877268,0.031974465,0.005435988,PolypDB
PolypDB_BLI,PKHL_15 220831_201026_BN038_003,0.47818822,0.38523623,0.3081125,0.28957132,0.2425868,0.207939,0.07666091,0.32557395,0.47858965,0.14601563,0.043949403,0.0136004705,PolypDB
PolypDB_BLI,PKHL_15 220831_201030_BN038_035,0.46919036,0.3980733,0.30964604,0.26031402,0.22565562,0.18958335,0.09213911,0.32264635,0.46980023,0.13107191,0.0302488,0.0056754034,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN021_006,0.40512872,0.3237358,0.25851887,0.30108276,0.25012025,0.21365336,0.089855514,0.34039944,0.40645108,0.1077747,0.03231039,0.013924731,PolypDB
PolypDB_BLI,PKHL_15 220831_201027_BN093_011,0.39216772,0.31108528,0.23833284,0.23532683,0.20368552,0.17814974,0.08414823,0.37339544,0.3935495,0.13014029,0.03675308,0.022388272,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN048_020,0.5262635,0.40370262,0.324306,0.29516166,0.23861006,0.20662597,0.075227104,0.35494795,0.5268862,0.10741936,0.03307602,0.0250042,PolypDB
PolypDB_BLI,PKHL_15 220831_201030_BN004_026,0.4158841,0.324933,0.2610238,0.29889098,0.25140992,0.21630277,0.08341476,0.34938595,0.41655603,0.058065355,0.028095847,0.021650705,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN003_048,0.46552888,0.3832588,0.2963318,0.2634254,0.21626084,0.1812981,0.0918744,0.33595753,0.4667207,0.1439432,0.032469228,0.009162466,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN036_030,0.5554213,0.45102176,0.3629412,0.2582471,0.22266728,0.1950366,0.077614434,0.32943347,0.5558795,0.1765163,0.04170233,0.0271959,PolypDB
PolypDB_BLI,PKHL_15 220831_201027_BN087_028,0.31805238,0.25795138,0.20346314,0.27452806,0.21801041,0.17971739,0.09752163,0.3095768,0.31908318,0.10030494,0.028439935,0.00547127,PolypDB
PolypDB_BLI,PKHL_15 220831_201102_BN054_034,0.47676328,0.36231884,0.26095232,0.23815343,0.19190381,0.15872915,0.07830857,0.4223925,0.47725692,0.23271085,0.043266717,0.009427084,PolypDB
PolypDB_BLI,PKHL_15 220831_201026_BN038_011,0.46154994,0.38242358,0.3073201,0.2933758,0.25240335,0.22043337,0.08044036,0.31273553,0.46203104,0.12387181,0.041132454,0.02123656,PolypDB
PolypDB_BLI,PKHL_15 220831_201031_BN073_022,0.30382526,0.26594806,0.21117707,0.26383203,0.23184748,0.19655478,0.11837678,0.29161867,0.30642182,0.12459509,0.035705123,0.0119648855,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN036_023,0.5549179,0.42136368,0.33456704,0.2628746,0.20773514,0.17628254,0.06688,0.36912468,0.5551439,0.18997228,0.0396162,0.011681788,PolypDB
PolypDB_BLI,PKHL_15 220831_201030_BN057_037,0.50489926,0.3701964,0.29221743,0.25402442,0.20741624,0.18044531,0.060877547,0.39666802,0.5049935,0.14542255,0.036297955,0.021123152,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN054_035,0.57993466,0.4969706,0.4067278,0.2968745,0.25591245,0.21932296,0.08037346,0.27131805,0.58010083,0.104582496,0.03198405,0.008562668,PolypDB
PolypDB_BLI,PKHL_15 220831_201030_BN057_036,0.43385026,0.3198406,0.25129154,0.25639313,0.20706724,0.17724706,0.06379319,0.39856127,0.43405038,0.09359123,0.030773781,0.0074655577,PolypDB
PolypDB_BLI,PKHL_15 220831_201030_BN011_036,0.49667665,0.34141394,0.26852512,0.23872037,0.20006284,0.1775263,0.05587932,0.43860906,0.49702123,0.112473115,0.0344803,0.026845599,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN012_026,0.54101926,0.37847725,0.3001359,0.27284116,0.21744567,0.19019938,0.059109308,0.42396533,0.54134977,0.17366683,0.04422458,0.02327789,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN054_034,0.6021117,0.50861984,0.41621864,0.2889803,0.24799651,0.21232916,0.07711253,0.28089452,0.6024312,0.138146,0.03393399,0.012916666,PolypDB
PolypDB_BLI,PKHL_15 220831_201029_BN043_032,0.48079166,0.38169459,0.29525122,0.26796764,0.21734844,0.18167087,0.082416296,0.35766342,0.48137364,0.11483031,0.02867871,0.009210349,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN030_037,0.3978992,0.35667914,0.28178507,0.31067282,0.28115,0.24131857,0.11881673,0.3006531,0.40070933,0.06463626,0.023963025,0.03449597,PolypDB
PolypDB_BLI,PKHL_15 220831_201027_BN087_011,0.4176573,0.36411485,0.2883573,0.2221693,0.20163475,0.17799981,0.09753481,0.2939843,0.41847953,0.14341398,0.042270344,0.027459677,PolypDB
PolypDB_BLI,PKHL_15 220831_201030_BN025_033,0.38002348,0.25884956,0.20738879,0.30044758,0.2435799,0.21965627,0.07050933,0.4217859,0.38051108,0.048703797,0.027125182,0.044611894,PolypDB
PolypDB_BLI,PKHL_15 220831_201029_BN041_023,0.44122663,0.35989112,0.2865219,0.2589612,0.22572637,0.19788854,0.07831228,0.33753476,0.44143987,0.09804688,0.030966679,0.02452201,PolypDB
PolypDB_BLI,PKHL_15 220831_201029_BN046_025,0.5977787,0.42717868,0.33847463,0.24997014,0.19663078,0.1722022,0.058178633,0.40266114,0.59796274,0.18559057,0.03946086,0.024611056,PolypDB
PolypDB_BLI,PKHL_15 220831_201030_BN006_028,0.36887473,0.24663259,0.19259825,0.2602618,0.2088013,0.17892139,0.056204718,0.46242544,0.36916637,0.077550404,0.031148544,0.008952453,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN026_014,0.32155344,0.28098086,0.21781334,0.27810806,0.24181212,0.20862548,0.12640193,0.32857686,0.32753682,0.08538474,0.029044114,0.017262265,PolypDB
PolypDB_BLI,PKHL_15 220831_201030_BN049_034,0.44174019,0.33745822,0.26237956,0.21222056,0.17142,0.1462064,0.06838427,0.37781742,0.4418688,0.13124244,0.036078606,0.008209845,PolypDB
PolypDB_BLI,PKHL_15 220831_201029_BN041_022,0.46722314,0.34786353,0.27475113,0.25462744,0.21214819,0.18342146,0.07184747,0.3795809,0.46753496,0.108175404,0.032640465,0.018200604,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN028_022,0.38156018,0.36897573,0.29730025,0.26428843,0.25399894,0.22029486,0.14201686,0.2402767,0.38793185,0.10455813,0.03382156,0.021319725,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN061_002,0.4325615,0.37852654,0.29960623,0.23750271,0.21575168,0.18423344,0.09876455,0.2970547,0.43450168,0.07388189,0.03054464,0.014641297,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN003_051,0.41376993,0.34401575,0.26454926,0.26696622,0.21659452,0.18142848,0.10134489,0.32952026,0.4158738,0.13942121,0.033576988,0.00750336,PolypDB
PolypDB_BLI,PKHL_15 220831_201030_BN018_016,0.41050538,0.28158483,0.21916243,0.25205344,0.18952832,0.16145232,0.07112461,0.42915094,0.41318607,0.11550571,0.0323844,0.012382393,PolypDB
PolypDB_BLI,PKHL_15 220831_201026_BN036_012,0.44729266,0.3467864,0.26571363,0.24131194,0.20377594,0.1741409,0.0754987,0.38481885,0.4478058,0.11750168,0.032594185,0.015528394,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN021_003,0.49091345,0.4099131,0.33256167,0.31391355,0.26823094,0.23256435,0.0962877,0.30186766,0.49246612,0.101833,0.030250657,0.031995967,PolypDB
PolypDB_BLI,PKHL_15 220831_201027_BN087_023,0.383815,0.3186589,0.2531709,0.25299037,0.23269221,0.19889203,0.08453296,0.34427017,0.38424662,0.06909778,0.02834135,0.007832661,PolypDB
PolypDB_BLI,PKHL_15 220831_201030_BN045_045,0.4715497,0.38376406,0.30737713,0.2665292,0.23806106,0.20784609,0.079102345,0.34194037,0.47188324,0.08480427,0.02995261,0.024030577,PolypDB
PolypDB_BLI,PKHL_15 220831_201027_BN087_010,0.49793115,0.41370058,0.32983625,0.2475291,0.21768497,0.18671809,0.08515651,0.31614733,0.4982516,0.15345682,0.041786212,0.014864751,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN054_036,0.483129,0.41898862,0.34562308,0.32260865,0.29088998,0.2656552,0.08888225,0.2748431,0.48355454,0.07174983,0.028512586,0.086656585,PolypDB
PolypDB_BLI,PKHL_15 220831_201031_BN073_052,0.49611926,0.38485968,0.3102267,0.28890875,0.24149217,0.2130719,0.07283787,0.35493246,0.49665123,0.1873219,0.05088809,0.03294943,PolypDB
PolypDB_BLI,PKHL_15 220831_201102_BN058_007,0.49120128,0.38317344,0.30518448,0.25372675,0.21939199,0.18955958,0.06863918,0.3653303,0.4914382,0.0881796,0.03349867,0.016951445,PolypDB
PolypDB_BLI,PKHL_15 220831_201102_BN054_035,0.54730046,0.4300679,0.3206673,0.25210813,0.21044125,0.17810611,0.08077003,0.38795808,0.5480527,0.22504032,0.042247657,0.016799396,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN012_022,0.41885722,0.28237042,0.22317721,0.31610626,0.22214313,0.18501714,0.08638252,0.38403615,0.4202686,0.07515709,0.027427386,0.010585518,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN030_021,0.40038705,0.36320722,0.28911713,0.3086948,0.2821128,0.2421204,0.13717814,0.27394065,0.40511408,0.11574261,0.034726325,0.03707157,PolypDB
PolypDB_BLI,PKHL_15 220831_201029_BN043_031,0.46004027,0.36303517,0.28269243,0.30063805,0.23766245,0.19889924,0.09367141,0.34822288,0.46135017,0.07644657,0.023737153,0.010273858,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN028_023,0.3527742,0.3397449,0.274522,0.28867412,0.2733764,0.23540689,0.1475519,0.24494493,0.35860744,0.08591062,0.030825421,0.010402386,PolypDB
PolypDB_BLI,PKHL_15 220831_201030_BN011_047,0.39685813,0.30200875,0.23658274,0.25826105,0.20588078,0.17541777,0.07007218,0.38361478,0.39703655,0.08619708,0.029596023,0.008446741,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN028_018,0.4038206,0.38520852,0.30767918,0.24362373,0.23617,0.20182672,0.13735339,0.24844445,0.409041,0.13895245,0.0378383,0.014483367,PolypDB
PolypDB_BLI,PKHL_15 220831_201031_BN005_018,0.31525087,0.24576463,0.19229352,0.24262553,0.19866858,0.1712072,0.091192596,0.35885805,0.3168091,0.09335601,0.034573507,0.014029738,PolypDB
PolypDB_BLI,PKHL_15 220831_201031_BN073_051,0.5321419,0.42015156,0.33918944,0.27199888,0.23669207,0.20665075,0.06897983,0.3545962,0.5323737,0.19870463,0.054046936,0.023216566,PolypDB
PolypDB_BLI,PKHL_15 220831_201027_BN093_012,0.45172793,0.35133672,0.27011475,0.25160572,0.20957346,0.17836252,0.07775036,0.3792043,0.4527781,0.14291666,0.035481453,0.013573589,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN045_030,0.69712484,0.528622,0.38295978,0.27519044,0.22211473,0.17376879,0.07714158,0.417746,0.6973651,0.15807796,0.036756493,0.008077117,PolypDB
PolypDB_BLI,PKHL_15 220831_201102_BN032_029,0.5435907,0.35688627,0.27611336,0.27831632,0.23458737,0.20252842,0.053545613,0.47849238,0.5438052,0.09321068,0.029059691,0.018346773,PolypDB
PolypDB_BLI,PKHL_15 220831_201031_BN073_017,0.29304343,0.2505965,0.19564614,0.2244484,0.19991681,0.17207457,0.10086167,0.33037075,0.29472706,0.13638104,0.040860843,0.011363408,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN056_045,0.4165461,0.3728044,0.29276615,0.21129806,0.18940318,0.16061746,0.108305335,0.28074393,0.41835526,0.13148606,0.034525476,0.008681116,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN036_019,0.46730453,0.34048617,0.26656103,0.25435138,0.20123594,0.16762273,0.06223139,0.40861726,0.46754047,0.15040827,0.03499971,0.007903226,PolypDB
PolypDB_BLI,PKHL_15 220831_201029_BN043_036,0.36500648,0.27136528,0.21045588,0.30153832,0.24525777,0.22000638,0.085018955,0.41314816,0.36616394,0.06591818,0.025181212,0.041037466,PolypDB
PolypDB_BLI,PKHL_15 220831_201102_BN029_029,0.35162145,0.30044365,0.23225966,0.2640059,0.24150325,0.20962657,0.0969204,0.34952858,0.35274822,0.09245716,0.030224133,0.025761088,PolypDB
PolypDB_BLI,PKHL_15 220831_201026_BN032_033,0.2929666,0.24757352,0.19115695,0.26236176,0.23222311,0.20272718,0.11006362,0.34602743,0.29501268,0.04012349,0.022920316,0.017411795,PolypDB
PolypDB_BLI,PKHL_15 220831_201030_BN025_004,0.53320557,0.41860536,0.33715594,0.24458583,0.22425692,0.20329912,0.071006976,0.35993314,0.53353554,0.18392137,0.069685206,0.0559711,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN026_032,0.49317282,0.3987813,0.31249535,0.27717403,0.23053831,0.2008921,0.091107465,0.3524904,0.49679965,0.11065776,0.03330185,0.027836861,PolypDB
PolypDB_BLI,PKHL_15 220831_201026_BN032_035,0.30486152,0.25352868,0.19616866,0.27874246,0.24741274,0.22186221,0.10641908,0.36195347,0.30694172,0.055704806,0.02396644,0.040870294,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN026_041,0.37328088,0.3124299,0.24086262,0.26910362,0.22658087,0.1921159,0.10536345,0.33808973,0.37533477,0.082072414,0.027637726,0.012927587,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN026_017,0.3629822,0.31249422,0.24210504,0.27613387,0.23181856,0.19324736,0.12638095,0.29967204,0.36590275,0.106767476,0.026908407,0.01125,PolypDB
PolypDB_BLI,PKHL_15 220831_201031_BN045_054,0.38344038,0.2987373,0.2340971,0.22378609,0.192446,0.16559891,0.07403782,0.37220353,0.38407242,0.19217826,0.0469707,0.0095194895,PolypDB
PolypDB_BLI,PKHL_15 220831_201028_BN012_021,0.46258795,0.3369002,0.2684875,0.32079747,0.24495584,0.20737527,0.07016322,0.38430268,0.46326262,0.123932295,0.034595363,0.016559979,PolypDB
PolypDB_BLI,PKHL_15 220831_201030_BN021_009,0.3765717,0.33185244,0.2605772,0.23224601,0.20804468,0.17528121,0.10727703,0.2959811,0.3791171,0.14349042,0.03981141,0.007136257,PolypDB
PolypDB_FICE,HMUH_15 201129_201117_BN003_002,0.4683926,0.4063631,0.24786837,0.29687437,0.27725163,0.1709557,0.12221229,0.43721828,0.47064584,0.16050486,0.042443797,0.0046490263,PolypDB
PolypDB_FICE,HMUH_15 201129_201111_BN001_001,0.5272599,0.5014214,0.3125408,0.30383638,0.30573067,0.20311342,0.14374302,0.39864248,0.5337429,0.1775267,0.04844307,0.011496545,PolypDB
PolypDB_FICE,HMUH_15 201129_201123_BN004_004,0.5391513,0.46630102,0.24855658,0.30508217,0.27722248,0.16374165,0.13030632,0.4880475,0.5430261,0.23795933,0.049629103,0.0055158604,PolypDB
PolypDB_FICE,HMUH_15 201129_201111_BN001_005,0.5081363,0.45898888,0.2716832,0.3134822,0.30295804,0.19779415,0.1319575,0.4490651,0.5118325,0.19936086,0.053473435,0.016644944,PolypDB
PolypDB_FICE,HMUH_16 201207_201126_BN001_001,0.44441003,0.40153116,0.26380315,0.2921558,0.28822574,0.20058633,0.12387947,0.40391627,0.45028964,0.18251963,0.04410384,0.013896828,PolypDB
PolypDB_FICE,HMUH_15 201129_201114_BN001_001,0.45321932,0.42905024,0.27400064,0.28843167,0.3019189,0.20132709,0.13508621,0.40176514,0.46356022,0.15112044,0.039520897,0.009536746,PolypDB
PolypDB_FICE,HMUH_15 201129_201111_BN002_004,0.3444004,0.3194811,0.2089524,0.26063642,0.27568358,0.1846901,0.12391101,0.40568078,0.352031,0.16377199,0.041361406,0.00444331,PolypDB
PolypDB_FICE,HMUH_15 201129_201119_BN005_004,0.48613045,0.48419636,0.3044905,0.2581269,0.2606296,0.1729581,0.15983355,0.3683641,0.500384,0.19340374,0.044712566,0.0102889445,PolypDB
PolypDB_FICE,HMUH_15 201129_201123_BN003_002,0.61158186,0.5066759,0.26014578,0.32050586,0.3001069,0.17056625,0.118757,0.5310506,0.61386997,0.19341473,0.043418914,0.0054263505,PolypDB
PolypDB_FICE,HMUH_15 201129_201111_BN002_006,0.440283,0.39449805,0.24691404,0.24675374,0.23569241,0.16079879,0.12601149,0.42076632,0.44344658,0.22095792,0.053090613,0.008188599,PolypDB
PolypDB_FICE,HMUH_15 201129_201119_BN005_002,0.50909835,0.4873069,0.2955669,0.2932148,0.29455012,0.18593289,0.1427036,0.4037728,0.51528025,0.18727387,0.04836053,0.004316897,PolypDB
PolypDB_FICE,HMUH_15 201129_201111_BN002_003,0.4066781,0.37268156,0.23270035,0.25511935,0.26237345,0.17743866,0.12724258,0.4307288,0.41248876,0.18714195,0.051904786,0.007581658,PolypDB
PolypDB_FICE,HMUH_16 201207_201128_BN007_001,0.3617303,0.31025964,0.20463836,0.2761087,0.2771066,0.20502013,0.10843056,0.441877,0.36496,0.1277803,0.03943925,0.027567524,PolypDB
PolypDB_FICE,HMUH_15 201129_201111_BN001_006,0.5093069,0.47667438,0.29108328,0.252919,0.24430016,0.16774717,0.14322591,0.4110415,0.5153907,0.19849639,0.052333787,0.013264761,PolypDB
PolypDB_FICE,HMUH_16 201207_201127_BN006_001,0.4319142,0.42777446,0.30219892,0.244634,0.24603733,0.17625473,0.1545946,0.29618275,0.44094825,0.20159312,0.047823347,0.00926115,PolypDB
PolypDB_FICE,HMUH_15 201129_201119_BN005_001,0.34802058,0.3100006,0.17988384,0.26385015,0.24635588,0.14678638,0.1254623,0.42781726,0.35141683,0.13923053,0.03913882,0.005829931,PolypDB
PolypDB_FICE,HMUH_16 201207_201126_BN007_002,0.6093899,0.558547,0.29902014,0.29734865,0.28942052,0.16797936,0.1385964,0.4727942,0.61451036,0.1945548,0.045001805,0.008432789,PolypDB
PolypDB_FICE,HMUH_15 201129_201120_BN007_001,0.468795,0.4064641,0.24327733,0.24507101,0.2343585,0.16938199,0.12616594,0.46847427,0.47272867,0.19887406,0.059007477,0.017230684,PolypDB
PolypDB_FICE,HMUH_16 201207_201126_BN007_001,0.46004048,0.39213082,0.25283852,0.29593056,0.30233905,0.26826593,0.10228247,0.47030333,0.462659,0.17480764,0.040089447,0.09305355,PolypDB
PolypDB_FICE,HMUH_15 201129_201123_BN004_002,0.4789047,0.43423223,0.25846705,0.2554696,0.2420871,0.15441409,0.13439201,0.43309364,0.48228458,0.19695117,0.0458844,0.005731784,PolypDB
PolypDB_FICE,HMUH_15 201129_201112_BN001_002,0.35910857,0.30206683,0.18512216,0.24141195,0.2417,0.1665421,0.11270871,0.48098278,0.3619259,0.19717258,0.046175595,0.010018059,PolypDB
PolypDB_FICE,HMUH_15 201129_201119_BN005_005,0.5089713,0.4679338,0.28440052,0.2840668,0.28634554,0.1992283,0.13535902,0.43506393,0.5137884,0.17311873,0.047625355,0.019082129,PolypDB
PolypDB_FICE,HMUH_15 201129_201123_BN002_002,0.51455396,0.46206743,0.2583303,0.32721192,0.3251097,0.19354512,0.12806734,0.47162074,0.5197779,0.18338725,0.04911298,0.016304176,PolypDB
PolypDB_FICE,HMUH_15 201129_201119_BN002_004,0.539777,0.4918344,0.31795356,0.2986202,0.30623102,0.22400048,0.13087416,0.40554187,0.5457099,0.18054727,0.044780932,0.027998587,PolypDB
PolypDB_FICE,HMUH_15 201129_201111_BN002_001,0.37689427,0.3145738,0.20034103,0.24747963,0.26677948,0.1919605,0.1156088,0.48358917,0.38317227,0.16804177,0.046951547,0.01631517,PolypDB
PolypDB_FICE,HMUH_16 201207_201125_BN001_001,0.46888697,0.436844,0.27462173,0.24898502,0.24808149,0.16987756,0.13868293,0.40278584,0.47561303,0.19941504,0.04798104,0.008256124,PolypDB
PolypDB_FICE,HMUH_15 201129_201120_BN008_001,0.48451167,0.44856626,0.29445106,0.28598273,0.28877658,0.2017563,0.13093077,0.38951176,0.49197066,0.20736417,0.04621224,0.010954774,PolypDB
PolypDB_FICE,HMUH_15 201129_201123_BN003_001,0.34223497,0.31783757,0.23390731,0.26452672,0.25503778,0.18414563,0.11817059,0.27983287,0.3456329,0.1591952,0.04088517,0.00694331,PolypDB
PolypDB_FICE,HMUH_15 201129_201123_BN004_001,0.38852596,0.36081564,0.22528636,0.2668797,0.26581398,0.1699002,0.12897353,0.39876726,0.3937335,0.15739793,0.04013401,0.006807475,PolypDB
PolypDB_FICE,HMUH_15 201129_201114_BN001_002,0.38100162,0.35008347,0.22556545,0.2201418,0.22782677,0.16349633,0.13143952,0.41377163,0.38761008,0.16980292,0.045889486,0.010961055,PolypDB
PolypDB_FICE,HMUH_16 201207_201126_BN004_001,0.47051182,0.44669855,0.32358044,0.3110117,0.30632934,0.22237311,0.13361141,0.3033845,0.473745,0.18545069,0.042802215,0.014539887,PolypDB
PolypDB_FICE,HMUH_15 201129_201120_BN007_005,0.42859226,0.34860379,0.1971236,0.26482448,0.22745411,0.13367209,0.10964271,0.4921003,0.43077707,0.14333779,0.03799579,0.0030135051,PolypDB
PolypDB_FICE,HMUH_15 201129_201118_BN004_003,0.3885486,0.35087252,0.25686142,0.2506699,0.24421331,0.18679029,0.11668139,0.32571986,0.3917455,0.18376963,0.0485332,0.016976288,PolypDB
PolypDB_FICE,HMUH_15 201129_201120_BN007_004,0.43062028,0.3656823,0.22523968,0.23151378,0.21463832,0.17652832,0.12349632,0.46936107,0.43404335,0.19008245,0.06353428,0.03305669,PolypDB
PolypDB_FICE,HMUH_15 201129_201111_BN002_007,0.4141024,0.36935967,0.23158105,0.22952116,0.2219554,0.15179746,0.12475398,0.42479232,0.41723502,0.21645336,0.049973615,0.006169912,PolypDB
PolypDB_FICE,HMUH_16 201207_201120_BN001_001,0.5272195,0.52481663,0.34908327,0.31325302,0.32731777,0.23673896,0.15332696,0.35354418,0.5412581,0.17002434,0.046525065,0.030459328,PolypDB
PolypDB_FICE,HMUH_15 201129_201111_BN001_004,0.44464612,0.41821775,0.26708657,0.32091013,0.32376012,0.20566668,0.12925135,0.38337153,0.4494441,0.12386071,0.03621127,0.004142588,PolypDB
PolypDB_FICE,HMUH_15 201129_201113_BN001_001,0.43471754,0.40958914,0.25835642,0.25543603,0.25788605,0.17388548,0.13652824,0.39163485,0.44186112,0.18895023,0.045326512,0.009368719,PolypDB
PolypDB_FICE,HMUH_15 201129_201111_BN002_002,0.42990032,0.38614747,0.24035959,0.24897179,0.25160465,0.17541139,0.12596622,0.43975094,0.43460888,0.20109454,0.05430501,0.009125314,PolypDB
PolypDB_FICE,HMUH_16 201207_201126_BN001_003,0.40078962,0.35395697,0.22456852,0.29500282,0.29313105,0.19293453,0.11563343,0.44295034,0.40405434,0.16142666,0.04256983,0.0088088885,PolypDB
PolypDB_FICE,HMUH_15 201129_201111_BN001_007,0.37192678,0.34669754,0.2295422,0.27146465,0.27758723,0.19122413,0.128283,0.3780695,0.3784638,0.15332286,0.040830124,0.014319252,PolypDB
PolypDB_FICE,HMUH_15 201129_201120_BN007_002,0.49584317,0.40429968,0.2315122,0.2588833,0.24851261,0.17328708,0.115885764,0.5145334,0.49960232,0.17021671,0.047859617,0.0108095165,PolypDB
PolypDB_FICE,HMUH_16 201207_201128_BN005_001,0.40930447,0.35044768,0.2108154,0.28371385,0.2692226,0.16750951,0.116068296,0.44904852,0.41253906,0.1535859,0.041173678,0.0074364007,PolypDB
PolypDB_FICE,HMUH_16 201207_201128_BN007_003,0.38627568,0.3441339,0.21821323,0.2389115,0.24619961,0.17394732,0.1229445,0.44176933,0.3919831,0.17651932,0.047011487,0.009945823,PolypDB
PolypDB_FICE,HMUH_16 201207_201128_BN007_002,0.3997209,0.35799798,0.23307745,0.3037661,0.30509192,0.20842387,0.11735462,0.41458234,0.4047481,0.13312186,0.038547408,0.00914887,PolypDB
PolypDB_FICE,HMUH_15 201129_201112_BN001_001,0.37889192,0.31623086,0.18493657,0.3014622,0.28014037,0.17086607,0.10689778,0.4780435,0.3822796,0.14309908,0.042183567,0.0077473302,PolypDB
PolypDB_FICE,HMUH_15 201129_201119_BN002_001,0.5385959,0.5064122,0.33663344,0.28157976,0.28710255,0.21135917,0.14046511,0.37291035,0.54735553,0.18439227,0.045135684,0.02892902,PolypDB
PolypDB_FICE,HMUH_15 201129_201123_BN002_001,0.32965553,0.33499482,0.22911881,0.2622207,0.28168324,0.19589639,0.15404694,0.31954694,0.34502986,0.13534862,0.03933064,0.013445352,PolypDB
PolypDB_FICE,HMUH_15 201129_201118_BN004_004,0.33819154,0.30371583,0.22563818,0.23853536,0.23429388,0.18171541,0.10837839,0.3113992,0.341692,0.18947628,0.045687333,0.018161118,PolypDB
PolypDB_FICE,HMUH_15 201129_201123_BN004_003,0.50517607,0.45818925,0.26843333,0.26424587,0.24928635,0.15988192,0.13660307,0.43830025,0.5096025,0.20709328,0.049924575,0.006304962,PolypDB
PolypDB_FICE,HMUH_15 201129_201118_BN004_002,0.5636765,0.44750172,0.23504466,0.31818575,0.27925655,0.15885986,0.11025712,0.5353841,0.56623316,0.2093491,0.04859296,0.0088245915,PolypDB
